sent,claim,formula,row_index,column,scenario,file
"In contrast, the Sustainable Development Scenario highlights the implicatons of a near-term peak in oil demand and a long-lasting lower oil price.",long-lasting lower,"=VLOOKUP(A112,[100]!Prices_Data,MATCH(B112,[100]!Prices_Time,0),FALSE)",OilPricePublished,2019,SDS,templates_temp/data/Ch03-Oil.csv
"In contrast, the Sustainable Development Scenario highlights the implicatons of a near-term peak in oil demand and a long-lasting lower oil price.",long-lasting lower,"=VLOOKUP(A113,[100]!Prices_Data,MATCH(B113,[100]!Prices_Time,0),FALSE)",OilPricePublished,2020,SDS,templates_temp/data/Ch03-Oil.csv
"In contrast, the Sustainable Development Scenario highlights the implicatons of a near-term peak in oil demand and a long-lasting lower oil price.",long-lasting lower,"=VLOOKUP(A114,[100]!Prices_Data,MATCH(B114,[100]!Prices_Time,0),FALSE)",OilPricePublished,2021,SDS,templates_temp/data/Ch03-Oil.csv
"In contrast, the Sustainable Development Scenario highlights the implicatons of a near-term peak in oil demand and a long-lasting lower oil price.",long-lasting lower,"=VLOOKUP(A115,[100]!Prices_Data,MATCH(B115,[100]!Prices_Time,0),FALSE)",OilPricePublished,2022,SDS,templates_temp/data/Ch03-Oil.csv
"In contrast, the Sustainable Development Scenario highlights the implicatons of a near-term peak in oil demand and a long-lasting lower oil price.",long-lasting lower,"=VLOOKUP(A116,[100]!Prices_Data,MATCH(B116,[100]!Prices_Time,0),FALSE)",OilPricePublished,2023,SDS,templates_temp/data/Ch03-Oil.csv
"In contrast, the Sustainable Development Scenario highlights the implicatons of a near-term peak in oil demand and a long-lasting lower oil price.",long-lasting lower,"=VLOOKUP(A117,[100]!Prices_Data,MATCH(B117,[100]!Prices_Time,0),FALSE)",OilPricePublished,2024,SDS,templates_temp/data/Ch03-Oil.csv
"In contrast, the Sustainable Development Scenario highlights the implicatons of a near-term peak in oil demand and a long-lasting lower oil price.",long-lasting lower,"=VLOOKUP(A118,[100]!Prices_Data,MATCH(B118,[100]!Prices_Time,0),FALSE)",OilPricePublished,2025,SDS,templates_temp/data/Ch03-Oil.csv
"In contrast, the Sustainable Development Scenario highlights the implicatons of a near-term peak in oil demand and a long-lasting lower oil price.",long-lasting lower,"=VLOOKUP(A119,[100]!Prices_Data,MATCH(B119,[100]!Prices_Time,0),FALSE)",OilPricePublished,2026,SDS,templates_temp/data/Ch03-Oil.csv
"In contrast, the Sustainable Development Scenario highlights the implicatons of a near-term peak in oil demand and a long-lasting lower oil price.",long-lasting lower,"=VLOOKUP(A120,[100]!Prices_Data,MATCH(B120,[100]!Prices_Time,0),FALSE)",OilPricePublished,2027,SDS,templates_temp/data/Ch03-Oil.csv
Road transport was the largest source of oil demand growth over the past 15 years and will be central to efforts to stem future rises or achieve a peak in demand.,largest source,=(G125-G124)/(G128-G127)>50.1%,,,,templates_temp/data/Ch03-Oil.csv
Road transport was the largest source of oil demand growth over the past 15 years and will be central to efforts to stem future rises or achieve a peak in demand.,largest source,"=VLOOKUP(A124,[1]!PhysicalUnits_Data,MATCH(B124,[1]!PhysicalUnits_Time,0),FALSE)",ROADoil_mbd,2002,,templates_temp/data/Ch03-Oil.csv
Road transport was the largest source of oil demand growth over the past 15 years and will be central to efforts to stem future rises or achieve a peak in demand.,largest source,"=VLOOKUP(A125,[1]!PhysicalUnits_Data,MATCH(B125,[1]!PhysicalUnits_Time,0),FALSE)",ROADoil_mbd,2017,,templates_temp/data/Ch03-Oil.csv
Road transport was the largest source of oil demand growth over the past 15 years and will be central to efforts to stem future rises or achieve a peak in demand.,largest source,"=VLOOKUP(A127,[1]!PhysicalUnits_Data,MATCH(B127,[1]!PhysicalUnits_Time,0),FALSE)",TPEDoil_mbd,2002,,templates_temp/data/Ch03-Oil.csv
Road transport was the largest source of oil demand growth over the past 15 years and will be central to efforts to stem future rises or achieve a peak in demand.,largest source,"=VLOOKUP(A128,[1]!PhysicalUnits_Data,MATCH(B128,[1]!PhysicalUnits_Time,0),FALSE)",TPEDoil_mbd,2017,,templates_temp/data/Ch03-Oil.csv
"As the oil price plummeted in 2014, so did the level of new conventional crude oil projects approved for development. ",plummeted,ok,,,,templates_temp/data/Ch03-Oil.csv
"In the Current Policies Scenario, global oil demand rises by around 1.1 million barrels per day (mb/d) on average every year, in line with the average level of growth seen since 1990, and shows no discernible slowdown to 2040 (Table 3.1).",rises,"=IF(D8>D7,""ok"",""false"")",TPEDoil_mbd,2017,CPS,templates_temp/data/Ch03-Oil.csv
"In the Current Policies Scenario, global oil demand rises by around 1.1 million barrels per day (mb/d) on average every year, in line with the average level of growth seen since 1990, and shows no discernible slowdown to 2040 (Table 3.1).",1.1 million,=(D8-D7)/(B8-B7),TPEDoil_mbd,2040,CPS,templates_temp/data/Ch03-Oil.csv
"In the Current Policies Scenario, global oil demand rises by around 1.1 million barrels per day (mb/d) on average every year, in line with the average level of growth seen since 1990, and shows no discernible slowdown to 2040 (Table 3.1).",on average,ok,TPEDoil_mbd,1990,CPS,templates_temp/data/Ch03-Oil.csv
within 50k margin, in line,"=IF(G8-D11<0.05,""ok"",""false"")",TPEDoil_mbd,2025,CPS,templates_temp/data/Ch03-Oil.csv
"Without strengthened policies on fuel efficiency or the use of alternative fuels, there is little restraint – except steadily higher prices",higher ,"=IF(AND(D18>D17,D19>D18),""ok"", ""false"")",,,,templates_temp/data/Ch03-Oil.csv
"on the dominant position of gasoline and diesel in the road transport sector, where demand grows by over 7 mb/d by 2025.",dominant,=D28/D29>0.5,,,,templates_temp/data/Ch03-Oil.csv
"on the dominant position of gasoline and diesel in the road transport sector, where demand grows by over 7 mb/d by 2025.",grows,"=IF(D28>D27,""ok"", ""false"")",,,,templates_temp/data/Ch03-Oil.csv
"on the dominant position of gasoline and diesel in the road transport sector, where demand grows by over 7 mb/d by 2025.",over 7 mb/d,=D28-D27,TOTTRANSoil_mbd,2017,CPS,templates_temp/data/Ch03-Oil.csv
China and India alone are responsible for nearly half of the total increase in demand to 2040., nearly half of the total increase,=(F35+F38)/F32,,,,templates_temp/data/Ch03-Oil.csv
"The heavy lifting on the supply side is led initially by the United States, but later on OPEC’s share of total oil supply starts to rise", led initially,=G46,,,,templates_temp/data/Ch03-Oil.csv
"The heavy lifting on the supply side is led initially by the United States, but later on OPEC’s share of total oil supply starts to rise", rise,"=IF(G53>G52, ""ok"", ""false"")",,,,templates_temp/data/Ch03-Oil.csv
WEO-2017,revised up,"=IF(D59>D60, ""ok"", ""false"")",TPEDoil_mbd,2040,NPS,templates_temp/data/Ch03-Oil.csv
WEO-2017,more than 1 mb/d ,=D59-D60,TPEDoil_mbd,2040,NPS,templates_temp/data/Ch03-Oil.csv
"China leads oil demand growth to 2025, then India and the Middle East take over between the late 2020s and 2040.",leads,"=IF(AND(H74>H80,H74>H86),""ok"", ""false"")",,,,templates_temp/data/Ch03-Oil.csv
"China leads oil demand growth to 2025, then India and the Middle East take over between the late 2020s and 2040.",takeover ,"=IF(AND(H81>H75,H88>H82),""ok"", ""false"")",,,,templates_temp/data/Ch03-Oil.csv
"The United States dominates production growth to 2025, with production increasing by 5.2 mb/d.",dominates,"=(IF(AND((C94-C93)>(C97-C96),(C94-C93)>(C100-C99)),""ok"",""false""))",2017,OIL_PROD,"=VLOOKUP(B93,[5]!data_US,MATCH(A93,[5]!time_US,0),FALSE)",templates_temp/data/Ch03-Oil.csv
"The United States dominates production growth to 2025, with production increasing by 5.2 mb/d.",increasing ,"=IF(C94>C93,""ok"",""false"")",2025,OIL_PROD,"=VLOOKUP(B94,[5]!data_US,MATCH(A94,[5]!time_US,0),FALSE)",templates_temp/data/Ch03-Oil.csv
"The United States dominates production growth to 2025, with production increasing by 5.2 mb/d.",5.2 mb/d,=C94-C93,Russia,OIL_PROD,"=VLOOKUP(B94,[5]!data_US,MATCH(A94,[5]!time_US,0),FALSE)",templates_temp/data/Ch03-Oil.csv
"As in the Current Policies Scenario, US production then starts to fall and OPEC’s share of the market starts to climb reaching 45% in 2040.",fall,"=IF(C108<C107,""ok"",""false"")",US,,,templates_temp/data/Ch03-Oil.csv
"As in the Current Policies Scenario, US production then starts to fall and OPEC’s share of the market starts to climb reaching 45% in 2040.",0.45,=C118/C121,2025,OIL_PROD,"=VLOOKUP(B105,[5]!data_US,MATCH(A105,[5]!time_US,0),FALSE)",templates_temp/data/Ch03-Oil.csv
"As in the Current Policies Scenario, US production then starts to fall and OPEC’s share of the market starts to climb reaching 45% in 2040.",0.45,=C118/C121,2040,OIL_PROD,"=VLOOKUP(B118,[5]!data_OPEC,MATCH(A118,[5]!time_OPEC,0),FALSE)",templates_temp/data/Ch03-Oil.csv
"In 2040, oil demand in the Current Policies Scenario is 51 mb/d higher than in the Sustainable Development Scenario",51 mb/d,=D127-D128,TPEDoil_mbd,2040,CPS,templates_temp/data/Ch03-Oil.csv
"In 2040, oil demand in the Current Policies Scenario is 51 mb/d higher than in the Sustainable Development Scenario",higher,"=IF(D127>D128,""ok"", ""false"")",TPEDoil_mbd,2040,SDS,templates_temp/data/Ch03-Oil.csv
"In the Sustainable Development Scenario, determined policy interventions to address climate change lead to a peak in global oil demand around 2020 at 97 mb/d.",peak ,"=IF(D135<D134,""ok"",""false"")",TPEDoil_mbd,2018,SDS,templates_temp/data/Ch03-Oil.csv
"In the Sustainable Development Scenario, determined policy interventions to address climate change lead to a peak in global oil demand around 2020 at 97 mb/d.",97 mb/d,=D134,TPEDoil_mbd,2019,SDS,templates_temp/data/Ch03-Oil.csv
Demand peaks in nearly all countries before 2030. The main exceptions are India and countries in sub-Saharan Africa where demand continues to grows to at least 2035 (albeit at a subdued pace).,continues to grows to at least 2035,=B202,,,,templates_temp/data/Ch03-Oil.csv
"By 2040, cars that rely solely on gasoline and diesel are 40% more efficient than today; there are 930 million electric cars on the road (50% of the global car fleet); one quarter of buses are electric; and nearly 20% of fuels used by trucks is low or zero carbon. ",Average,"=SUMPRODUCT(G210:G213,G215:G218)/SUM(G215:G217)",VehicleRoadStock_PLDV_DieselHybrid,2017,SDS,templates_temp/data/Ch03-Oil.csv
"By 2040, cars that rely solely on gasoline and diesel are 40% more efficient than today; there are 930 million electric cars on the road (50% of the global car fleet); one quarter of buses are electric; and nearly 20% of fuels used by trucks is low or zero carbon. ",Average,"=HLOOKUP(B220,[15]!RawData_SDS_World,MATCH(A220,[15]!DataRowName,0),FALSE)",FuelEconomyStockLitres_PLDV_Gasoline,2040,SDS,templates_temp/data/Ch03-Oil.csv
"By 2040, cars that rely solely on gasoline and diesel are 40% more efficient than today; there are 930 million electric cars on the road (50% of the global car fleet); one quarter of buses are electric; and nearly 20% of fuels used by trucks is low or zero carbon. ",Average,"=HLOOKUP(B221,[15]!RawData_SDS_World,MATCH(A221,[15]!DataRowName,0),FALSE)",FuelEconomyStockLitres_PLDV_GasolineHybrid,2040,SDS,templates_temp/data/Ch03-Oil.csv
"By 2040, cars that rely solely on gasoline and diesel are 40% more efficient than today; there are 930 million electric cars on the road (50% of the global car fleet); one quarter of buses are electric; and nearly 20% of fuels used by trucks is low or zero carbon. ",Average,"=HLOOKUP(B222,[15]!RawData_SDS_World,MATCH(A222,[15]!DataRowName,0),FALSE)",FuelEconomyStockLitres_PLDV_Diesel,2040,SDS,templates_temp/data/Ch03-Oil.csv
"By 2040, cars that rely solely on gasoline and diesel are 40% more efficient than today; there are 930 million electric cars on the road (50% of the global car fleet); one quarter of buses are electric; and nearly 20% of fuels used by trucks is low or zero carbon. ",Average,"=HLOOKUP(B223,[15]!RawData_SDS_World,MATCH(A223,[15]!DataRowName,0),FALSE)",FuelEconomyStockLitres_PLDV_DieselHybrid,2040,SDS,templates_temp/data/Ch03-Oil.csv
"By 2040, cars that rely solely on gasoline and diesel are 40% more efficient than today; there are 930 million electric cars on the road (50% of the global car fleet); one quarter of buses are electric; and nearly 20% of fuels used by trucks is low or zero carbon. ",Average,"=HLOOKUP(B225,[15]!RawData_SDS_World,MATCH(A225,[15]!DataRowName,0),FALSE)",VehicleRoadStock_PLDV_Gasoline,2040,SDS,templates_temp/data/Ch03-Oil.csv
"By 2040, cars that rely solely on gasoline and diesel are 40% more efficient than today; there are 930 million electric cars on the road (50% of the global car fleet); one quarter of buses are electric; and nearly 20% of fuels used by trucks is low or zero carbon. ",Average,"=HLOOKUP(B226,[15]!RawData_SDS_World,MATCH(A226,[15]!DataRowName,0),FALSE)",VehicleRoadStock_PLDV_GasolineHybrid,2040,SDS,templates_temp/data/Ch03-Oil.csv
"By 2040, cars that rely solely on gasoline and diesel are 40% more efficient than today; there are 930 million electric cars on the road (50% of the global car fleet); one quarter of buses are electric; and nearly 20% of fuels used by trucks is low or zero carbon. ",Average,"=HLOOKUP(B227,[15]!RawData_SDS_World,MATCH(A227,[15]!DataRowName,0),FALSE)",VehicleRoadStock_PLDV_Diesel,2040,SDS,templates_temp/data/Ch03-Oil.csv
"By 2040, cars that rely solely on gasoline and diesel are 40% more efficient than today; there are 930 million electric cars on the road (50% of the global car fleet); one quarter of buses are electric; and nearly 20% of fuels used by trucks is low or zero carbon. ",Average,"=HLOOKUP(B228,[15]!RawData_SDS_World,MATCH(A228,[15]!DataRowName,0),FALSE)",VehicleRoadStock_PLDV_DieselHybrid,2040,SDS,templates_temp/data/Ch03-Oil.csv
"By 2040, cars that rely solely on gasoline and diesel are 40% more efficient than today; there are 930 million electric cars on the road (50% of the global car fleet); one quarter of buses are electric; and nearly 20% of fuels used by trucks is low or zero carbon. ",Average,"=SUMPRODUCT(G220:G223,G225:G228)/SUM(G225:G228)",VehicleRoadStock_PLDV_DieselHybrid,2040,SDS,templates_temp/data/Ch03-Oil.csv
"By 2040, cars that rely solely on gasoline and diesel are 40% more efficient than today; there are 930 million electric cars on the road (50% of the global car fleet); one quarter of buses are electric; and nearly 20% of fuels used by trucks is low or zero carbon. ",40% more efficient,=G229/G219-1,VehicleRoadStock_Ecars,2040,SDS,templates_temp/data/Ch03-Oil.csv
"By 2040, cars that rely solely on gasoline and diesel are 40% more efficient than today; there are 930 million electric cars on the road (50% of the global car fleet); one quarter of buses are electric; and nearly 20% of fuels used by trucks is low or zero carbon. ",930 million,=D232,VehicleRoadStock_PLDV,2040,SDS,templates_temp/data/Ch03-Oil.csv
"By 2040, cars that rely solely on gasoline and diesel are 40% more efficient than today; there are 930 million electric cars on the road (50% of the global car fleet); one quarter of buses are electric; and nearly 20% of fuels used by trucks is low or zero carbon. ",quarter,=D234,VehicleRoadStock_Share_eBus,2040,SDS,templates_temp/data/Ch03-Oil.csv
"By 2040, cars that rely solely on gasoline and diesel are 40% more efficient than today; there are 930 million electric cars on the road (50% of the global car fleet); one quarter of buses are electric; and nearly 20% of fuels used by trucks is low or zero carbon. ",more than 50%,=D232/D233,VehicleRoadStock_Share_eBus,2040,SDS,templates_temp/data/Ch03-Oil.csv
"By 2040, cars that rely solely on gasoline and diesel are 40% more efficient than today; there are 930 million electric cars on the road (50% of the global car fleet); one quarter of buses are electric; and nearly 20% of fuels used by trucks is low or zero carbon. ",nearly 20%,=(D241+D242+D243)/D240,VehicleRoadStock_Share_eBus,2040,SDS,templates_temp/data/Ch03-Oil.csv
"As a result, demand in road transport in this scenario is more than 18 mb/d lower than today. ",more than ,"=IF(G247>18,""ok"",""false"")",ROADoil_mbd,2017,SDS,templates_temp/data/Ch03-Oil.csv
